Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A1112712,CAT,P0946197,12,OWNER SURRENDER,1,KCB8445,01/07/2021,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112784,WILDLIFE,P0946321,6,WILDLIFE,1,AOB1781,01/08/2021,CRITICAL,EUTHANIZED,01/08/2021,APP INJ,WILDLIFE - UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1112571,DOG,P0945734,10,STRAY,1,SCB1704,01/04/2021,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112921,DOG,P0946566,4,STRAY,1,CMM1750,01/11/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A0807982,DOG,P0654086,5,OWNER SURRENDER,1,MMK1748,01/02/2021,APP INJ,ADOPTION,01/29/2021,APP INJ,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113245,DOG,P0947103,7,OWNER SURRENDER,1,MLM1701,01/19/2021,APP SICK,EUTHANIZED,01/19/2021,FATAL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113334,DOG,P0947246,10,KEEPSAFE,1,VJD1770,01/20/2021,APP WNL,RETURNED TO OWNER,01/29/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113093,DOG,P0946831,4,STRAY,1,CVB1710,01/15/2021,APP WNL,RETURNED TO OWNER,01/19/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1108879,CAT,P0939658,6,STRAY,1,MRY1776,10/12/2020,APP WNL,TRANSFER,10/14/2020,UNDERAGE,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1113886,DOG,P0741070,4,STRAY,1,ATB1754,02/01/2021,APP WNL,FOSTER,02/10/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1112600,DOG,P0945962,8,STRAY,1,SCB1704,01/05/2021,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112665,DOG,P0946108,8,CONFISCATED,1,MHB1709,01/06/2021,APP WNL,RETURNED TO OWNER,01/09/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113273,WILDLIFE,P9991770,10,WILDLIFE,1,VJD1770,01/19/2021,APP INJ,EUTHANIZED,01/19/2021,APP INJ,WILDLIFE - UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1113167,CAT,P0946965,,OWNER SURRENDER,1,DAL,01/17/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1114889,DOG,P0949848,5,OWNER SURRENDER,1,CBU,02/20/2021,APP WNL,TRANSFER,02/23/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1111541,DOG,P0943951,,STRAY,1,WEB,12/09/2020,NORMAL,FOUND EXP,01/09/2021,,,,DEC.2020,FY2021
A1113760,DOG,P9998445,2,KEEPSAFE,1,KCB8445,01/29/2021,APP WNL,TRANSFER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113175,DOG,P0798797,8,CONFISCATED,1,JCB1574,01/17/2021,APP INJ,RETURNED TO OWNER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1111944,DOG,P0944703,,STRAY,1,WEB,12/18/2020,NORMAL,LOST EXP,01/19/2021,,,,DEC.2020,FY2021
A1113459,DOG,P0947490,,STRAY,1,WEB,01/23/2021,NORMAL,FOUND EXP,02/23/2021,,,,JAN.2021,FY2021
A1116238,DOG,P9998452,6,STRAY,1,SME8452,03/17/2021,APP WNL,ADOPTION,03/25/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1114220,DOG,P0948682,,OWNER SURRENDER,1,JJV,02/06/2021,APP WNL,TRANSFER,02/10/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1113183,DOG,P9991776,2,KEEPSAFE,1,MRY1776,01/17/2021,APP WNL,RETURNED TO OWNER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113768,CAT,P0947935,2,OWNER SURRENDER,1,CVB1710,01/29/2021,APP SICK,EUTHANIZED,01/29/2021,CRITICAL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1118793,CAT,P0837435,,OWNER SURRENDER,1,JLC,04/25/2021,APP WNL,TRANSFER,04/26/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1111571,DOG,P0944017,,STRAY,1,WEB,12/09/2020,NORMAL,LOST EXP,01/09/2021,,,,DEC.2020,FY2021
A1112376,DOG,P0945502,6,STRAY,1,VJD1770,12/30/2020,APP SICK,TRANSFER,12/31/2020,UNDERAGE,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1112812,DOG,P0946386,4,STRAY,1,ROB1772,01/09/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112301,DOG,P0945334,5,STRAY,1,JRM1702,12/28/2020,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1111580,DOG,P0944020,,STRAY,1,WEB,12/06/2020,NORMAL,LOST EXP,01/09/2021,,,,DEC.2020,FY2021
A1115867,DOG,P9991710,1,STRAY,1,CVB1710,03/10/2021,APP WNL,RETURNED TO OWNER,03/10/2021,APP WNL,UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1113083,CAT,P0561898,,OWNER SURRENDER,1,SDW,01/15/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1114602,DOG,P0846826,8,KEEPSAFE,1,TJP8456,02/13/2021,APP SICK,EUTHANIZED,02/23/2021,DECEASED,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1113762,DOG,P9991710,7,STRAY,1,CVB1710,01/29/2021,APP WNL,RETURNED TO OWNER,01/29/2021,APP WNL,UNABLE TO SCAN,FIELD,JAN.2021,FY2021
A1113211,DOG,P0849659,8,OWNER SURRENDER,1,RVB1213,01/18/2021,APP SICK,TRANSFER,01/19/2021,APP SICK,SCAN CHIP,FIELD,JAN.2021,FY2021
A1114531,DOG,P0949156,1,KEEPSAFE,1,TJP8456,02/12/2021,APP WNL,RETURNED TO OWNER,02/23/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1111939,DOG,P0944685,,STRAY,1,WEB,12/10/2020,NORMAL,FOUND EXP,01/19/2021,,,,DEC.2020,FY2021
A1113174,CAT,P0946902,10,CONFISCATED,1,RVB1213,01/17/2021,APP WNL,TRANSFER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1111540,DOG,P0943950,,STRAY,1,WEB,12/07/2020,NORMAL,LOST EXP,01/09/2021,,,,DEC.2020,FY2021
A1113279,DOG,P0026526,2,OWNER SURRENDER,1,VJD1770,01/19/2021,CRITICAL,EUTHANIZED,01/19/2021,CRITICAL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113553,DOG,P9991761,7,CONFISCATED,1,DAA1761,01/25/2021,APP WNL,TRANSFER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112657,DOG,P0946111,2,STRAY,1,RKB1765,01/06/2021,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112755,DOG,P0526976,6,STRAY,1,SMK,01/08/2021,APP WNL,RETURNED TO OWNER,01/09/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1112672,DOG,P0762494,1,STRAY,1,AMB8451,01/06/2021,APP WNL,RETURNED TO OWNER,01/09/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113772,DOG,P9991718,7,STRAY,1,MWG1718,01/29/2021,APP WNL,RETURNED TO OWNER,01/29/2021,APP WNL,UNABLE TO SCAN,AGGOPS,JAN.2021,FY2021
A1117662,CAT,P0954022,4,STRAY,1,JLC,04/08/2021,APP WNL,FOSTER,04/09/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1112634,DOG,P0946072,4,OWNER SURRENDER,1,BBB1784,01/06/2021,APP INJ,TRANSFER,01/09/2021,APP INJ,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1116016,CAT,P0951521,5,STRAY,1,AVB8462,03/13/2021,DECEASED,DISPOSAL,03/15/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1112802,DOG,P9998456,4,STRAY,1,TJP8456,01/09/2021,APP WNL,EUTHANIZED,01/09/2021,APP INJ,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1117825,DOG,P0954273,,OWNER SURRENDER,1,CBU,04/11/2021,DECEASED,DISPOSAL,04/19/2021,DECEASED,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1112616,CAT,P0946003,7,CONFISCATED,1,SCB1704,01/05/2021,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1111555,DOG,P0943991,,STRAY,1,WEB,12/08/2020,NORMAL,FOUND EXP,01/09/2021,,,,DEC.2020,FY2021
A1113792,DOG,P0804116,3,STRAY,1,ERB1768,01/29/2021,APP WNL,RETURNED TO OWNER,01/29/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1113013,DOG,P9998452,10,STRAY,1,SME8452,01/14/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1114355,DOG,P0948873,3,STRAY,1,RVB1213,02/09/2021,APP WNL,ADOPTION,02/10/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1107959,DOG,P9991748,5,STRAY,1,MMK1748,12/30/2020,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN CHIP,FIELD,DEC.2020,FY2021
A1112343,DOG,P0945454,,STRAY,1,WEB,12/27/2020,NORMAL,LOST EXP,01/29/2021,,,,DEC.2020,FY2021
A1116835,CAT,P0952733,6,OWNER SURRENDER,1,KCB8445,03/26/2021,APP WNL,TRANSFER,04/09/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1113698,DOG,P0947863,,OWNER SURRENDER,1,IFM,01/28/2021,DECEASED,DISPOSAL,01/28/2021,DECEASED,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1111583,CAT,P0944022,,STRAY,1,WEB,12/09/2020,NORMAL,FOUND EXP,01/09/2021,,,,DEC.2020,FY2021
A1046414,DOG,P9998452,7,STRAY,1,SME8452,01/16/2021,APP WNL,RETURNED TO OWNER,01/17/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1110583,DOG,P0909273,4,OWNER SURRENDER,1,AOB1781,02/08/2021,APP WNL,EUTHANIZED,02/10/2021,APP WNL,SCAN CHIP,FIELD,FEB.2021,FY2021
A1121808,CAT,P0797012,1,STRAY,1,INA,06/02/2021,UNDERAGE,EUTHANIZED,06/10/2021,CRITICAL,SCAN NO CHIP,OVER THE COUNTER,JUN.2021,FY2021
A1113463,DOG,P0947497,,STRAY,1,WEB,01/07/2021,NORMAL,LOST EXP,02/23/2021,,,,JAN.2021,FY2021
A1113566,DOG,P9991210,4,STRAY,1,BTB1210,01/25/2021,APP INJ,RETURNED TO OWNER,01/29/2021,APP INJ,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113078,DOG,P0946814,4,STRAY,1,KCB8445,01/15/2021,APP WNL,TRANSFER,01/29/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113077,DOG,P9998456,8,KEEPSAFE,1,TJP8456,01/15/2021,APP SICK,TRANSFER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1114427,CAT,P0558082,3,STRAY,1,MRY1776,02/10/2021,UNDERAGE,FOSTER,02/10/2021,UNDERAGE,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1112340,DOG,P0945440,,STRAY,1,WEB,12/29/2020,NORMAL,LOST EXP,01/29/2021,,,,DEC.2020,FY2021
A1111663,DOG,P0944155,8,STRAY,1,RKB1765,12/11/2020,APP WNL,EUTHANIZED,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1115001,DOG,P0950030,,STRAY,1,WEB,02/22/2021,NORMAL,LOST EXP,03/25/2021,,,,FEB.2021,FY2021
A1112415,CAT,P0945568,7,STRAY,1,RKB1765,12/31/2020,APP WNL,TRANSFER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1111937,DOG,P0944681,,STRAY,1,WEB,12/14/2020,NORMAL,LOST EXP,01/19/2021,,,,DEC.2020,FY2021
A1112858,DOG,P0946470,,STRAY,1,WEB,01/09/2021,NORMAL,FOUND EXP,02/10/2021,,,,JAN.2021,FY2021
A1113468,DOG,P9991749,5,KEEPSAFE,1,MCB1749,01/23/2021,APP WNL,ADOPTION,02/02/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113767,DOG,P0947943,7,STRAY,1,MJB1709,01/29/2021,APP WNL,ADOPTION,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113828,CAT,P0948890,6,OWNER SURRENDER,1,BTB1210,02/09/2021,APP WNL,RETURNED TO OWNER,02/23/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1114265,DOG,P0948760,,STRAY,1,WEB,02/06/2021,NORMAL,FOUND EXP,03/10/2021,,,,FEB.2021,FY2021
A1113756,DOG,P0947937,4,STRAY,1,VMG,01/29/2021,APP INJ,TRANSFER,01/30/2021,APP INJ,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1117663,CAT,P0954022,4,STRAY,1,JLC,04/08/2021,APP WNL,FOSTER,04/09/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1111595,DOG,P0944066,,STRAY,1,WEB,12/09/2020,NORMAL,LOST EXP,01/10/2021,,,,DEC.2020,FY2021
A1112615,CAT,P0946003,7,CONFISCATED,1,SCB1704,01/05/2021,APP WNL,TRANSFER,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112762,CAT,P0946106,8,OWNER SURRENDER,1,CVB1710,01/08/2021,APP WNL,ADOPTION,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1115796,DOG,P0951124,1,STRAY,1,JRM1702,03/09/2021,APP WNL,RETURNED TO OWNER,03/10/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1112152,CAT,P0945091,4,STRAY,1,ODB1712,12/24/2020,APP WNL,FOSTER,12/24/2020,UNDERAGE,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1112855,DOG,P0946468,,STRAY,1,WEB,12/05/2020,NORMAL,LOST EXP,02/10/2021,,,,DEC.2020,FY2021
A1113247,DOG,P0874366,10,CONFISCATED,1,JRM1702,01/19/2021,DECEASED,TRANSFER,01/19/2021,DECEASED,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A0807041,DOG,P0656099,,OWNER SURRENDER,1,SDW,01/01/2021,APP WNL,TRANSFER,01/10/2021,APP INJ,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1112393,CAT,P0945525,,STRAY,1,WEB,12/27/2020,NORMAL,LOST EXP,01/30/2021,,,,DEC.2020,FY2021
A1114948,DOG,P0949931,7,CONFISCATED,1,ATB1754,02/21/2021,APP WNL,RETURNED TO OWNER,03/02/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1113747,DOG,P0941526,5,STRAY,1,MHB1709,01/29/2021,APP WNL,TRANSFER,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113162,DOG,P0946955,,OWNER SURRENDER,1,JLC,01/17/2021,APP WNL,ADOPTION,01/30/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1112768,DOG,P0946292,9,OWNER SURRENDER,1,MMK1748,01/08/2021,APP WNL,ADOPTION,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1116774,WILDLIFE,P0952655,11,WILDLIFE,1,AMB8451,03/25/2021,UNDERAGE,EUTHANIZED,03/25/2021,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1123059,CAT,P0961255,6,STRAY,1,TJP8456,06/16/2021,UNDERAGE,FOSTER,06/27/2021,UNDERAGE,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1111589,DOG,P0944048,,STRAY,1,WEB,12/08/2020,NORMAL,FOUND EXP,01/10/2021,,,,DEC.2020,FY2021
A1111600,DOG,P0944075,,STRAY,1,WEB,12/10/2020,NORMAL,FOUND EXP,01/10/2021,,,,DEC.2020,FY2021
A1113683,DOG,P0947811,10,STRAY,1,AMB8451,01/27/2021,APP WNL,ADOPTION,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112939,DOG,P0946704,4,CONFISCATED,1,MBB1548,01/13/2021,APP WNL,RETURNED TO OWNER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1115092,DOG,P0950140,8,OWNER SURRENDER,1,MMK1748,02/24/2021,APP WNL,FOSTER,02/24/2021,UNDERAGE,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1115077,DOG,P9998452,6,STRAY,1,SME8452,02/24/2021,APP WNL,RETURNED TO OWNER,02/24/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1128283,WILDLIFE,P0968650,3,WILDLIFE,1,EAB,08/26/2021,APP SICK,WILDLIFE,08/26/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,AUG.2021,FY2021
A1116494,CAT,P0839207,,OWNER SURRENDER,1,DAL,03/21/2021,APP WNL,TRANSFER,03/25/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1112951,DOG,P0946552,6,STRAY,1,VJD1770,01/12/2021,APP WNL,RETURNED TO OWNER,01/12/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1111795,DOG,P0944441,6,OWNER SURRENDER,1,VJD1770,12/15/2020,APP WNL,TRANSFER,01/19/2021,APP WNL,SCAN CHIP,FIELD,DEC.2020,FY2021
A1112381,CAT,P0945518,,STRAY,1,WEB,12/27/2020,NORMAL,LOST EXP,01/30/2021,,,,DEC.2020,FY2021
A1112530,DOG,P9991579,1,STRAY,1,ASB1579,01/03/2021,APP WNL,TRANSFER,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112234,DOG,P9991579,4,STRAY,1,ASB1579,01/05/2021,APP WNL,ADOPTION,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1116079,DOG,P0951602,,OWNER SURRENDER,1,DAL,03/14/2021,APP WNL,ADOPTION,03/25/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1114763,DOG,P0948880,4,STRAY,1,DES8457,02/17/2021,APP WNL,ADOPTION,02/23/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1115106,DOG,P0950150,4,STRAY,1,DAL,02/24/2021,APP WNL,EUTHANIZED,02/24/2021,FATAL,SCAN NO CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1113098,DOG,P0946843,4,STRAY,1,SDW,01/15/2021,APP WNL,ADOPTION,01/19/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113172,CAT,P0946902,10,CONFISCATED,1,RVB1213,01/17/2021,APP WNL,TRANSFER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1120770,CAT,P9991744,3,STRAY,1,JEB1744,05/20/2021,UNDERAGE,FOSTER,05/29/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1112829,DOG,P0946422,13,STRAY,1,MLM1701,01/10/2021,APP WNL,RETURNED TO OWNER,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1114228,DOG,P0725311,8,STRAY,1,ROB1772,02/06/2021,APP INJ,EUTHANIZED,02/10/2021,FATAL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1095679,DOG,P0947997,14,STRAY,1,KCB8445,01/30/2021,APP WNL,RETURNED TO OWNER,01/30/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1117711,WILDLIFE,P9998445,12,WILDLIFE,1,KCB8445,04/09/2021,CRITICAL,EUTHANIZED,04/09/2021,CRITICAL,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2021,FY2021
A1112361,DOG,P0945487,,STRAY,1,WEB,12/26/2020,NORMAL,LOST EXP,01/30/2021,,,,DEC.2020,FY2021
A1112629,DOG,P9991715,10,STRAY,1,DBB1715,01/05/2021,APP WNL,ADOPTION,01/09/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113173,CAT,P0946902,10,CONFISCATED,1,RVB1213,01/17/2021,APP WNL,TRANSFER,01/19/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113233,DOG,P0947028,8,STRAY,1,AKB1780,01/18/2021,APP WNL,RETURNED TO OWNER,01/20/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113520,DOG,P0947556,7,STRAY,1,MLM1701,01/24/2021,APP WNL,TRANSFER,01/30/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1115015,WILDLIFE,P0950051,14,WILDLIFE,1,DAL,02/23/2021,CRITICAL,EUTHANIZED,02/23/2021,FATAL,WILDLIFE - UNABLE TO SCAN,OVER THE COUNTER,FEB.2021,FY2021
A1113260,DOG,P0947126,1,OWNER SURRENDER,1,DAA1761,01/19/2021,APP WNL,TRANSFER,01/20/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A0923894,DOG,P0948029,6,STRAY,1,TJP8456,01/30/2021,APP WNL,RETURNED TO OWNER,01/30/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1112000,DOG,P0944814,,STRAY,1,WEB,12/20/2020,NORMAL,FOUND EXP,01/20/2021,,,,DEC.2020,FY2021
A1119394,DOG,P0956490,,OWNER SURRENDER,1,JLC,05/04/2021,APP WNL,ADOPTION,05/13/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1113775,DOG,P0947963,,OWNER SURRENDER,1,VMG,01/29/2021,APP WNL,TRANSFER,01/30/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113539,DOG,P9991701,6,STRAY,1,MLM1701,01/25/2021,APP WNL,ADOPTION,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1113785,DOG,P0947976,4,KEEPSAFE,1,ODB1712,01/29/2021,APP WNL,RETURNED TO OWNER,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112658,DOG,P0946111,2,STRAY,1,RKB1765,01/06/2021,APP WNL,ADOPTION,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1111611,DOG,P0944089,,STRAY,1,WEB,12/10/2020,NORMAL,LOST EXP,01/10/2021,,,,DEC.2020,FY2021
A1114435,CAT,P0948974,5,STRAY,1,AKB1780,02/10/2021,APP SICK,EUTHANIZED,02/10/2021,APP SICK,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1114304,DOG,P0948809,3,STRAY,1,JLC,02/08/2021,APP SICK,ADOPTION,02/23/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1115761,CAT,P0763964,,OWNER SURRENDER,1,DAL,03/08/2021,APP WNL,ADOPTION,03/10/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115870,DOG,P9991710,1,STRAY,1,CVB1710,03/10/2021,APP WNL,RETURNED TO OWNER,03/10/2021,APP WNL,UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1119125,DOG,P0667007,6,STRAY,1,CBU,04/30/2021,APP WNL,ADOPTION,05/13/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1114834,CAT,P0489943,,OWNER SURRENDER,1,JJV,02/19/2021,APP WNL,ADOPTION,02/24/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1030862,DOG,P0929934,4,STRAY,1,JJV,01/08/2021,APP INJ,FOSTER,01/20/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1112780,DOG,P0946318,6,CONFISCATED,1,ERB1768,01/08/2021,APP WNL,RETURNED TO OWNER,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1114406,DOG,P0948930,4,STRAY,1,JCB1574,02/10/2021,APP SICK,EUTHANIZED,02/10/2021,CRITICAL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1118598,DOG,P0826032,1,STRAY,1,RJB8459,04/22/2021,APP WNL,ADOPTION,04/26/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A0866185,DOG,P0946758,,OWNER SURRENDER,1,SDW,01/14/2021,APP WNL,TRANSFER,01/20/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1113624,DOG,P9991702,8,STRAY,1,JRM1702,01/27/2021,APP WNL,RETURNED TO OWNER,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1112779,DOG,P0946315,9,STRAY,1,MMK1748,01/08/2021,APP WNL,RETURNED TO OWNER,01/10/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1119400,CAT,P0956585,1,STRAY,1,BCB8460,05/04/2021,APP WNL,FOSTER,05/06/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1120690,CAT,P0958173,13,STRAY,1,KCB8445,05/20/2021,UNDERAGE,FOSTER,05/27/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A0838689,DOG,P0931231,8,CONFISCATED,1,AKB1780,01/05/2021,APP WNL,RETURNED TO OWNER,01/20/2021,APP WNL,SCAN CHIP,FIELD,JAN.2021,FY2021
A1114248,CAT,P0948734,,STRAY,1,WEB,02/06/2021,NORMAL,LOST EXP,03/10/2021,,,,FEB.2021,FY2021
A1113591,DOG,P9991704,8,STRAY,1,SCB1704,01/26/2021,APP WNL,ADOPTION,01/30/2021,APP WNL,SCAN NO CHIP,AGGOPS,JAN.2021,FY2021
A1113786,DOG,P0947976,4,KEEPSAFE,1,ODB1712,01/29/2021,APP WNL,RETURNED TO OWNER,01/30/2021,APP WNL,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1111590,CAT,P0944054,,STRAY,1,WEB,12/02/2020,NORMAL,LOST EXP,01/10/2021,,,,DEC.2020,FY2021
A1112770,DOG,P0946301,2,STRAY,1,IFM,01/08/2021,APP WNL,TRANSFER,01/10/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
